"Date","health_board","CO_GABed_C19","CO_GABed_NonC19","CO_GABed_Spare","CO_GABed_Tot","CO_IVBed_C19","CO_IVBed_NonC19","CO_IVBed_Spare","CO_IVBed_Tot"
2020-05-05,"Velindre University NHS Trust",8,8,14,30,0,0,0,0
2020-05-05,"Wales",978,3912,3359,8249,87,67,236,390
2020-05-06,"Betsi Cadwaladr University Health Board",295,860,599,1754,19,6,41,66
2020-05-06,"Hywel Dda University Health Board",72,456,396,924,2,10,13,25
2020-05-06,"Abertawe Bro Morgannwg University Health Board",115,432,310,857,13,19,37,69
2020-05-06,"Cardiff and Vale University Health Board",120,850,1095,2065,15,24,49,88
2020-05-06,"Cwm Taf University Health Board",162,624,246,1032,13,5,41,59
2020-05-06,"Aneurin Bevan University Health Board",163,556,744,1463,19,10,54,83
2020-05-06,"Powys Teaching Health Board",8,66,72,146,0,0,0,0
2020-05-06,"Velindre University NHS Trust",4,14,12,30,0,0,0,0
2020-05-06,"Wales",939,3858,3474,8271,81,74,235,390
2020-05-07,"Betsi Cadwaladr University Health Board",344,894,507,1745,22,8,36,66
2020-05-07,"Hywel Dda University Health Board",69,479,379,927,3,9,13,25
2020-05-07,"Abertawe Bro Morgannwg University Health Board",92,459,306,857,13,14,42,69
2020-05-07,"Cardiff and Vale University Health Board",110,863,1092,2065,12,24,52,88
2020-05-07,"Cwm Taf University Health Board",157,645,229,1031,14,6,39,59
2020-05-07,"Aneurin Bevan University Health Board",174,546,686,1406,20,7,49,76
2020-05-07,"Powys Teaching Health Board",12,63,71,146,0,0,0,0
2020-05-07,"Velindre University NHS Trust",3,16,11,30,0,0,0,0
2020-05-07,"Wales",961,3965,3281,8207,84,68,231,383
2020-05-08,"Betsi Cadwaladr University Health Board",376,890,501,1767,20,6,40,66
2020-05-08,"Hywel Dda University Health Board",78,417,419,914,2,9,14,25
2020-05-08,"Abertawe Bro Morgannwg University Health Board",82,457,318,857,11,9,49,69
2020-05-08,"Cardiff and Vale University Health Board",109,836,1120,2065,22,16,50,88
2020-05-08,"Cwm Taf University Health Board",180,633,246,1059,15,4,40,59
2020-05-08,"Aneurin Bevan University Health Board",175,526,705,1406,19,5,52,76
2020-05-08,"Powys Teaching Health Board",16,63,67,146,0,0,0,0
2020-05-08,"Velindre University NHS Trust",4,16,10,30,0,0,0,0
2020-05-08,"Wales",1020,3838,3386,8244,89,49,245,383
2020-05-09,"Betsi Cadwaladr University Health Board",348,916,509,1773,14,8,44,66
2020-05-09,"Hywel Dda University Health Board",76,409,435,920,1,8,16,25
2020-05-09,"Abertawe Bro Morgannwg University Health Board",109,465,279,853,11,8,50,69
2020-05-09,"Cardiff and Vale University Health Board",110,833,1122,2065,19,21,48,88
2020-05-09,"Cwm Taf University Health Board",176,600,284,1060,13,4,42,59
2020-05-09,"Aneurin Bevan University Health Board",150,559,697,1406,17,5,54,76
2020-05-09,"Powys Teaching Health Board",15,64,67,146,0,0,0,0
2020-05-09,"Velindre University NHS Trust",4,17,9,30,0,0,0,0
2020-05-09,"Wales",988,3863,3402,8253,75,54,254,383
2020-05-10,"Betsi Cadwaladr University Health Board",326,921,534,1781,18,8,40,66
2020-05-10,"Hywel Dda University Health Board",74,414,436,924,1,9,15,25
2020-05-10,"Abertawe Bro Morgannwg University Health Board",95,492,254,841,12,8,49,69
2020-05-10,"Cardiff and Vale University Health Board",99,870,1096,2065,17,19,52,88
2020-05-10,"Cwm Taf University Health Board",167,638,255,1060,14,0,45,59
2020-05-10,"Aneurin Bevan University Health Board",158,575,673,1406,16,5,55,76
2020-05-10,"Powys Teaching Health Board",13,66,67,146,0,0,0,0
2020-05-10,"Velindre University NHS Trust",3,15,12,30,0,0,0,0
2020-05-10,"Wales",935,3991,3327,8253,78,49,256,383
2020-05-11,"Betsi Cadwaladr University Health Board",300,962,503,1765,17,9,40,66
2020-05-11,"Hywel Dda University Health Board",77,495,355,927,3,9,14,26
2020-05-11,"Abertawe Bro Morgannwg University Health Board",91,527,223,841,12,10,27,49
2020-05-11,"Cardiff and Vale University Health Board",88,892,1085,2065,14,21,53,88
2020-05-11,"Cwm Taf University Health Board",163,639,272,1074,14,3,42,59
2020-05-11,"Aneurin Bevan University Health Board",153,622,631,1406,16,4,56,76
2020-05-11,"Powys Teaching Health Board",15,66,65,146,0,0,0,0
2020-05-11,"Velindre University NHS Trust",2,15,13,30,0,0,0,0
2020-05-11,"Wales",889,4218,3147,8254,76,56,232,364
2020-05-12,"Betsi Cadwaladr University Health Board",309,943,524,1776,15,10,41,66
2020-05-12,"Hywel Dda University Health Board",78,505,381,964,6,6,14,26
2020-05-12,"Abertawe Bro Morgannwg University Health Board",74,518,279,871,11,12,26,49
2020-05-12,"Cardiff and Vale University Health Board",102,879,1084,2065,14,18,56,88
2020-05-12,"Cwm Taf University Health Board",154,651,269,1074,12,4,43,59
2020-05-12,"Aneurin Bevan University Health Board",155,592,630,1377,14,5,57,76
2020-05-12,"Powys Teaching Health Board",18,62,61,141,0,0,0,0
2020-05-12,"Velindre University NHS Trust",2,15,13,30,0,0,0,0
2020-05-12,"Wales",892,4165,3241,8298,72,55,237,364
2020-05-13,"Betsi Cadwaladr University Health Board",258,857,520,1635,15,9,42,66
2020-05-13,"Hywel Dda University Health Board",65,508,390,963,5,7,13,25
2020-05-13,"Abertawe Bro Morgannwg University Health Board",59,519,277,855,10,10,29,49
2020-05-13,"Cardiff and Vale University Health Board",96,900,1069,2065,12,18,58,88
2020-05-13,"Cwm Taf University Health Board",174,638,262,1074,12,4,43,59
2020-05-13,"Aneurin Bevan University Health Board",141,591,645,1377,12,5,59,76
2020-05-13,"Powys Teaching Health Board",18,64,58,140,0,0,0,0
2020-05-13,"Velindre University NHS Trust",2,17,11,30,0,0,0,0
2020-05-13,"Wales",813,4094,3232,8139,66,53,244,363
2020-05-14,"Betsi Cadwaladr University Health Board",295,913,561,1769,13,9,44,66
2020-05-14,"Hywel Dda University Health Board",56,514,343,913,5,8,13,26
2020-05-14,"Abertawe Bro Morgannwg University Health Board",55,550,270,875,12,10,27,49
2020-05-14,"Cardiff and Vale University Health Board",103,893,1069,2065,10,20,58,88
2020-05-14,"Cwm Taf University Health Board",172,645,257,1074,12,5,42,59
2020-05-14,"Aneurin Bevan University Health Board",126,600,651,1377,17,3,56,76
2020-05-14,"Powys Teaching Health Board",18,62,60,140,0,0,0,0
2020-05-14,"Velindre University NHS Trust",1,12,17,30,0,0,0,0
2020-05-14,"Wales",826,4189,3228,8243,69,55,240,364
2020-05-15,"Betsi Cadwaladr University Health Board",310,893,568,1771,14,9,43,66
2020-05-15,"Hywel Dda University Health Board",51,542,318,911,1,11,13,25
2020-05-15,"Abertawe Bro Morgannwg University Health Board",46,522,276,844,10,11,28,49
2020-05-15,"Cardiff and Vale University Health Board",86,928,1051,2065,8,22,58,88
2020-05-15,"Cwm Taf University Health Board",148,644,282,1074,11,4,44,59
2020-05-15,"Aneurin Bevan University Health Board",124,573,680,1377,12,6,58,76
2020-05-15,"Powys Teaching Health Board",17,65,59,141,0,0,0,0
2020-05-15,"Velindre University NHS Trust",3,13,14,30,0,0,0,0
2020-05-15,"Wales",785,4180,3248,8213,56,63,244,363
2020-05-16,"Betsi Cadwaladr University Health Board",311,929,529,1769,24,15,27,66
2020-05-16,"Hywel Dda University Health Board",41,539,312,892,0,10,15,25
2020-05-16,"Abertawe Bro Morgannwg University Health Board",51,503,292,846,9,11,29,49
2020-05-16,"Cardiff and Vale University Health Board",99,867,1099,2065,8,25,55,88
2020-05-16,"Cwm Taf University Health Board",157,666,237,1060,10,9,40,59
2020-05-16,"Aneurin Bevan University Health Board",132,586,659,1377,11,7,58,76
2020-05-16,"Powys Teaching Health Board",14,69,58,141,0,0,0,0
2020-05-16,"Velindre University NHS Trust",1,15,14,30,0,0,0,0
2020-05-16,"Wales",806,4174,3200,8180,62,77,224,363
2020-05-17,"Betsi Cadwaladr University Health Board",322,931,512,1765,16,16,34,66
2020-05-17,"Hywel Dda University Health Board",46,523,323,892,0,10,15,25
2020-05-17,"Abertawe Bro Morgannwg University Health Board",52,503,314,869,10,13,26,49
2020-05-17,"Cardiff and Vale University Health Board",80,899,1086,2065,8,27,53,88
2020-05-17,"Cwm Taf University Health Board",149,685,226,1060,11,11,37,59
2020-05-17,"Aneurin Bevan University Health Board",123,616,638,1377,15,3,58,76
2020-05-17,"Powys Teaching Health Board",15,70,56,141,0,0,0,0
2020-05-17,"Velindre University NHS Trust",1,13,16,30,0,0,0,0
2020-05-17,"Wales",788,4240,3171,8199,60,80,223,363
2020-05-18,"Betsi Cadwaladr University Health Board",304,967,542,1813,18,12,36,66
2020-05-18,"Hywel Dda University Health Board",46,533,328,907,0,12,13,25
2020-05-18,"Abertawe Bro Morgannwg University Health Board",55,507,305,867,7,18,21,46
2020-05-18,"Cardiff and Vale University Health Board",77,950,1038,2065,9,29,50,88
2020-05-18,"Cwm Taf University Health Board",141,699,220,1060,12,7,40,59
2020-05-18,"Aneurin Bevan University Health Board",123,661,593,1377,13,8,55,76
2020-05-18,"Powys Teaching Health Board",12,73,57,142,0,0,0,0
2020-05-18,"Velindre University NHS Trust",3,12,15,30,0,0,0,0
2020-05-18,"Wales",761,4402,3098,8261,59,86,215,360
2020-05-19,"Betsi Cadwaladr University Health Board",328,970,508,1806,17,11,34,62
2020-05-19,"Hywel Dda University Health Board",46,526,324,896,3,8,14,25
2020-05-19,"Abertawe Bro Morgannwg University Health Board",46,518,305,869,8,16,22,46
2020-05-19,"Cardiff and Vale University Health Board",96,928,1041,2065,11,29,48,88
2020-05-19,"Cwm Taf University Health Board",181,671,232,1084,12,9,30,51
2020-05-19,"Aneurin Bevan University Health Board",111,651,615,1377,13,8,55,76
2020-05-19,"Powys Teaching Health Board",12,66,64,142,0,0,0,0
2020-05-19,"Velindre University NHS Trust",4,11,15,30,0,0,0,0
2020-05-19,"Wales",824,4341,3104,8269,64,81,203,348
2020-05-20,"Betsi Cadwaladr University Health Board",316,927,557,1800,13,9,39,61
2020-05-20,"Hywel Dda University Health Board",35,531,328,894,2,9,14,25
2020-05-20,"Abertawe Bro Morgannwg University Health Board",24,548,297,869,7,16,23,46
2020-05-20,"Cardiff and Vale University Health Board",103,928,1034,2065,12,31,55,98
2020-05-20,"Cwm Taf University Health Board",185,661,238,1084,9,13,29,51
2020-05-20,"Aneurin Bevan University Health Board",116,635,626,1377,12,8,56,76
2020-05-20,"Powys Teaching Health Board",10,71,61,142,0,0,0,0
2020-05-20,"Velindre University NHS Trust",4,13,13,30,0,0,0,0
2020-05-20,"Wales",793,4314,3154,8261,55,86,216,357
2020-05-21,"Betsi Cadwaladr University Health Board",315,930,572,1817,19,9,33,61
2020-05-21,"Hywel Dda University Health Board",38,526,326,890,1,9,15,25
2020-05-21,"Abertawe Bro Morgannwg University Health Board",51,542,276,869,6,11,29,46
2020-05-21,"Cardiff and Vale University Health Board",121,892,1042,2055,9,33,56,98
2020-05-21,"Cwm Taf University Health Board",171,678,235,1084,9,10,32,51
2020-05-21,"Aneurin Bevan University Health Board",120,625,632,1377,13,6,57,76
2020-05-21,"Powys Teaching Health Board",8,74,60,142,0,0,0,0
2020-05-21,"Velindre University NHS Trust",3,15,12,30,0,0,0,0
2020-05-21,"Wales",827,4282,3155,8264,57,78,222,357
2020-05-22,"Betsi Cadwaladr University Health Board",318,940,554,1812,17,8,36,61
2020-05-22,"Hywel Dda University Health Board",39,489,355,883,2,8,15,25
2020-05-22,"Abertawe Bro Morgannwg University Health Board",54,499,316,869,8,12,26,46
2020-05-22,"Cardiff and Vale University Health Board",241,771,1043,2055,10,31,57,98
2020-05-22,"Cwm Taf University Health Board",178,662,232,1072,7,13,31,51
2020-05-22,"Aneurin Bevan University Health Board",114,633,630,1377,14,4,58,76
2020-05-22,"Powys Teaching Health Board",7,71,62,140,0,0,0,0
2020-05-22,"Velindre University NHS Trust",6,12,12,30,0,0,0,0
2020-05-22,"Wales",957,4077,3204,8238,58,76,223,357
2020-05-23,"Betsi Cadwaladr University Health Board",340,955,511,1806,13,10,43,66
2020-05-23,"Hywel Dda University Health Board",46,500,335,881,3,9,13,25
2020-05-23,"Abertawe Bro Morgannwg University Health Board",49,484,294,827,11,11,24,46
2020-05-23,"Cardiff and Vale University Health Board",216,766,1073,2055,12,26,60,98
2020-05-23,"Cwm Taf University Health Board",199,674,211,1084,6,14,35,55
2020-05-23,"Aneurin Bevan University Health Board",121,611,645,1377,13,4,59,76
2020-05-23,"Powys Teaching Health Board",8,73,59,140,0,0,0,0
2020-05-23,"Velindre University NHS Trust",6,13,11,30,0,0,0,0
2020-05-23,"Wales",985,4076,3139,8200,58,74,234,366
2020-05-24,"Betsi Cadwaladr University Health Board",301,981,523,1805,10,10,41,61
2020-05-24,"Hywel Dda University Health Board",40,512,314,866,1,9,15,25
2020-05-24,"Abertawe Bro Morgannwg University Health Board",34,519,299,852,10,15,13,38
2020-05-24,"Cardiff and Vale University Health Board",220,772,1063,2055,10,27,61,98
2020-05-24,"Cwm Taf University Health Board",170,696,218,1084,7,13,35,55
2020-05-24,"Aneurin Bevan University Health Board",122,622,633,1377,14,7,55,76
2020-05-24,"Powys Teaching Health Board",8,74,58,140,0,0,0,0
2020-05-24,"Velindre University NHS Trust",3,11,16,30,0,0,0,0
2020-05-24,"Wales",898,4187,3124,8209,52,81,220,353
2020-05-25,"Betsi Cadwaladr University Health Board",290,1003,517,1810,12,10,37,59
2020-05-25,"Hywel Dda University Health Board",36,534,305,875,2,9,14,25
2020-05-25,"Abertawe Bro Morgannwg University Health Board",29,541,283,853,6,16,16,38
2020-05-25,"Cardiff and Vale University Health Board",212,811,1032,2055,11,23,64,98
2020-05-25,"Cwm Taf University Health Board",157,697,214,1068,7,13,35,55
2020-05-25,"Aneurin Bevan University Health Board",105,671,601,1377,9,6,61,76
2020-05-25,"Powys Teaching Health Board",7,75,58,140,0,0,0,0
2020-05-25,"Velindre University NHS Trust",0,16,14,30,0,0,0,0
2020-05-25,"Wales",836,4348,3024,8208,47,77,227,351
2020-05-26,"Betsi Cadwaladr University Health Board",301,999,480,1780,7,16,36,59
2020-05-26,"Hywel Dda University Health Board",40,598,276,914,4,6,15,25
2020-05-26,"Abertawe Bro Morgannwg University Health Board",70,525,261,856,6,14,18,38
2020-05-26,"Cardiff and Vale University Health Board",240,832,983,2055,15,25,58,98
2020-05-26,"Cwm Taf University Health Board",201,745,204,1150,9,12,34,55
2020-05-26,"Aneurin Bevan University Health Board",104,701,572,1377,10,3,63,76
2020-05-26,"Powys Teaching Health Board",9,72,59,140,0,0,0,0
2020-05-26,"Velindre University NHS Trust",1,15,14,30,0,0,0,0
2020-05-26,"Wales",966,4487,2849,8302,51,76,224,351
2020-05-27,"Betsi Cadwaladr University Health Board",291,1027,468,1786,7,19,36,62
2020-05-27,"Hywel Dda University Health Board",39,630,258,927,3,9,13,25
2020-05-27,"Abertawe Bro Morgannwg University Health Board",81,526,230,837,7,14,17,38
2020-05-27,"Cardiff and Vale University Health Board",238,835,982,2055,9,30,59,98
2020-05-27,"Cwm Taf University Health Board",217,745,183,1145,8,13,34,55
2020-05-27,"Aneurin Bevan University Health Board",112,706,559,1377,10,4,62,76
2020-05-27,"Powys Teaching Health Board",5,70,71,146,0,0,0,0
2020-05-27,"Velindre University NHS Trust",4,11,18,33,0,0,0,0
2020-05-27,"Wales",987,4550,2769,8306,44,89,221,354
2020-05-28,"Betsi Cadwaladr University Health Board",317,1030,467,1814,10,13,37,60
2020-05-28,"Hywel Dda University Health Board",36,620,283,939,3,9,13,25
2020-05-28,"Abertawe Bro Morgannwg University Health Board",72,526,243,841,7,27,4,38
2020-05-28,"Cardiff and Vale University Health Board",243,841,971,2055,10,28,60,98
2020-05-28,"Cwm Taf University Health Board",237,728,175,1140,8,11,36,55
2020-05-28,"Aneurin Bevan University Health Board",104,682,591,1377,8,5,63,76
2020-05-28,"Powys Teaching Health Board",7,70,69,146,0,0,0,0
2020-05-28,"Velindre University NHS Trust",1,13,16,30,0,0,0,0
2020-05-28,"Wales",1017,4510,2815,8342,46,93,213,352
2020-05-29,"Betsi Cadwaladr University Health Board",300,1058,423,1781,11,12,37,60
2020-05-29,"Hywel Dda University Health Board",29,610,285,924,5,3,17,25
2020-05-29,"Abertawe Bro Morgannwg University Health Board",89,543,209,841,6,22,15,43
2020-05-29,"Cardiff and Vale University Health Board",240,853,962,2055,9,30,59,98
2020-05-29,"Cwm Taf University Health Board",209,725,220,1154,8,13,34,55
2020-05-29,"Aneurin Bevan University Health Board",106,671,600,1377,6,9,61,76
2020-05-29,"Powys Teaching Health Board",9,68,69,146,0,0,0,0
2020-05-29,"Velindre University NHS Trust",2,13,15,30,0,0,0,0
2020-05-29,"Wales",984,4541,2783,8308,45,89,223,357
2020-05-30,"Betsi Cadwaladr University Health Board",319,990,468,1777,12,14,35,61
2020-05-30,"Hywel Dda University Health Board",33,577,315,925,3,7,15,25
2020-05-30,"Abertawe Bro Morgannwg University Health Board",91,562,188,841,5,21,20,46
2020-05-30,"Cardiff and Vale University Health Board",241,821,993,2055,7,34,57,98
2020-05-30,"Cwm Taf University Health Board",207,726,223,1156,6,10,39,55
2020-05-30,"Aneurin Bevan University Health Board",102,649,626,1377,6,9,61,76
2020-05-30,"Powys Teaching Health Board",6,72,68,146,0,0,0,0
2020-05-30,"Velindre University NHS Trust",0,20,10,30,0,0,0,0
2020-05-30,"Wales",999,4417,2891,8307,39,95,227,361
2020-05-31,"Betsi Cadwaladr University Health Board",304,987,495,1786,10,20,36,66
2020-05-31,"Hywel Dda University Health Board",23,589,313,925,4,7,14,25
2020-05-31,"Abertawe Bro Morgannwg University Health Board",72,558,214,844,5,23,18,46
2020-05-31,"Cardiff and Vale University Health Board",242,821,992,2055,9,31,58,98
2020-05-31,"Cwm Taf University Health Board",200,748,210,1158,7,11,37,55
2020-05-31,"Aneurin Bevan University Health Board",92,685,600,1377,7,7,62,76
2020-05-31,"Powys Teaching Health Board",7,75,64,146,0,0,0,0
2020-05-31,"Velindre University NHS Trust",0,13,17,30,0,0,0,0
2020-05-31,"Wales",940,4476,2905,8321,42,99,225,366
2020-06-01,"Betsi Cadwaladr University Health Board",308,1013,476,1797,8,16,34,58
2020-06-01,"Hywel Dda University Health Board",40,608,276,924,2,6,17,25
2020-06-01,"Abertawe Bro Morgannwg University Health Board",67,588,189,844,6,28,12,46
2020-06-01,"Cardiff and Vale University Health Board",230,893,932,2055,7,34,57,98
2020-06-01,"Cwm Taf University Health Board",194,764,188,1146,6,13,36,55
2020-06-01,"Aneurin Bevan University Health Board",93,741,543,1377,8,5,63,76
2020-06-01,"Powys Teaching Health Board",18,64,64,146,0,0,0,0
2020-06-01,"Velindre University NHS Trust",0,17,13,30,0,0,0,0
2020-06-01,"Wales",950,4688,2681,8319,37,102,219,358
2020-06-02,"Betsi Cadwaladr University Health Board",338,1059,389,1786,8,16,37,61
2020-06-02,"Hywel Dda University Health Board",25,651,248,924,3,5,17,25
2020-06-02,"Abertawe Bro Morgannwg University Health Board",58,557,229,844,6,19,21,46
2020-06-02,"Cardiff and Vale University Health Board",261,888,569,1718,11,33,49,93
2020-06-02,"Cwm Taf University Health Board",203,718,219,1140,8,12,35,55
2020-06-02,"Aneurin Bevan University Health Board",95,745,537,1377,8,7,61,76
2020-06-02,"Powys Teaching Health Board",19,59,68,146,0,0,0,0
2020-06-02,"Velindre University NHS Trust",2,19,9,30,0,0,0,0
2020-06-02,"Wales",1001,4696,2268,7965,44,92,220,356
2020-06-03,"Betsi Cadwaladr University Health Board",314,1109,374,1797,9,17,35,61
2020-06-03,"Hywel Dda University Health Board",39,663,251,953,4,8,13,25
2020-06-03,"Abertawe Bro Morgannwg University Health Board",62,566,216,844,6,27,13,46
2020-06-03,"Cardiff and Vale University Health Board",233,879,606,1718,9,32,52,93
2020-06-03,"Cwm Taf University Health Board",202,664,304,1170,6,12,37,55
2020-06-03,"Aneurin Bevan University Health Board",122,723,532,1377,8,8,60,76
2020-06-03,"Powys Teaching Health Board",13,63,70,146,0,0,0,0
2020-06-03,"Velindre University NHS Trust",3,19,8,30,0,0,0,0
2020-06-03,"Wales",988,4686,2361,8035,42,104,210,356
2020-06-04,"Betsi Cadwaladr University Health Board",356,1076,359,1791,13,11,37,61
2020-06-04,"Hywel Dda University Health Board",23,676,251,950,3,9,13,25
2020-06-04,"Abertawe Bro Morgannwg University Health Board",72,552,233,857,7,17,22,46
2020-06-04,"Cardiff and Vale University Health Board",242,871,605,1718,7,32,54,93
2020-06-04,"Cwm Taf University Health Board",184,720,282,1186,4,11,40,55
2020-06-04,"Aneurin Bevan University Health Board",131,691,555,1377,8,8,60,76
2020-06-04,"Powys Teaching Health Board",15,57,74,146,0,0,0,0
2020-06-04,"Velindre University NHS Trust",9,17,4,30,0,0,0,0
2020-06-04,"Wales",1032,4660,2363,8055,42,88,226,356
2020-06-05,"Betsi Cadwaladr University Health Board",352,1036,396,1784,8,18,35,61
2020-06-05,"Hywel Dda University Health Board",32,666,252,950,4,7,14,25
2020-06-05,"Abertawe Bro Morgannwg University Health Board",83,535,223,841,11,16,19,46
2020-06-05,"Cardiff and Vale University Health Board",226,893,599,1718,9,29,55,93
2020-06-05,"Cwm Taf University Health Board",163,707,324,1194,7,11,37,55
2020-06-05,"Aneurin Bevan University Health Board",109,726,542,1377,5,13,58,76
2020-06-05,"Powys Teaching Health Board",14,62,70,146,0,0,0,0
2020-06-05,"Velindre University NHS Trust",1,26,3,30,0,0,0,0
2020-06-05,"Wales",980,4651,2409,8040,44,94,218,356
2020-06-06,"Betsi Cadwaladr University Health Board",351,997,439,1787,6,18,33,57
2020-06-06,"Hywel Dda University Health Board",42,663,233,938,4,7,14,25
2020-06-06,"Abertawe Bro Morgannwg University Health Board",99,497,235,831,7,18,21,46
2020-06-06,"Cardiff and Vale University Health Board",226,873,619,1718,10,32,51,93
2020-06-06,"Cwm Taf University Health Board",179,674,321,1174,4,14,37,55
2020-06-06,"Aneurin Bevan University Health Board",125,693,559,1377,10,8,58,76
2020-06-06,"Powys Teaching Health Board",14,66,66,146,0,0,0,0
2020-06-06,"Velindre University NHS Trust",2,19,9,30,0,0,0,0
2020-06-06,"Wales",1038,4482,2481,8001,41,97,214,352
2020-06-07,"Betsi Cadwaladr University Health Board",293,1029,457,1779,8,16,33,57
2020-06-07,"Hywel Dda University Health Board",41,675,223,939,5,12,8,25
2020-06-07,"Abertawe Bro Morgannwg University Health Board",80,522,229,831,5,19,22,46
2020-06-07,"Cardiff and Vale University Health Board",197,906,615,1718,9,31,53,93
2020-06-07,"Cwm Taf University Health Board",175,703,315,1193,4,11,40,55
2020-06-07,"Aneurin Bevan University Health Board",128,710,539,1377,7,9,60,76
2020-06-07,"Powys Teaching Health Board",15,64,67,146,0,0,0,0
2020-06-07,"Velindre University NHS Trust",0,15,15,30,0,0,0,0
